datetime,open,high,low,close,volume
2024-09-13 09:15:00+05:30,25430.45,25430.5,25336.65,25342.7,0
2024-09-13 09:20:00+05:30,25343.3,25354.5,25321.95,25325.75,0
2024-09-13 09:25:00+05:30,25326.05,25329.85,25312.3,25315.9,0
2024-09-13 09:30:00+05:30,25314.95,25339.85,25292.45,25336.9,0
2024-09-13 09:35:00+05:30,25337.55,25371.75,25316.35,25333.4,0
2024-09-13 09:40:00+05:30,25333.15,25345.75,25328.55,25339.75,0
2024-09-13 09:45:00+05:30,25341.45,25354.5,25333.5,25350.55,0
2024-09-13 09:50:00+05:30,25350.5,25354.3,25329.9,25331.7,0
2024-09-13 09:55:00+05:30,25331.8,25337.85,25321.75,25326.55,0
2024-09-13 10:00:00+05:30,25327.2,25352.1,25326.15,25336.8,0
2024-09-13 10:05:00+05:30,25337.8,25347.05,25333.55,25337.8,0
2024-09-13 10:10:00+05:30,25337.4,25340.6,25325.0,25326.0,0
2024-09-13 10:15:00+05:30,25327.0,25341.2,25325.3,25339.95,0
2024-09-13 10:20:00+05:30,25339.7,25345.85,25332.35,25335.75,0
2024-09-13 10:25:00+05:30,25336.05,25352.65,25328.95,25352.55,0
2024-09-13 10:30:00+05:30,25354.0,25370.2,25354.0,25363.85,0
2024-09-13 10:35:00+05:30,25365.2,25367.05,25349.5,25365.3,0
2024-09-13 10:40:00+05:30,25364.6,25377.85,25357.95,25359.05,0
2024-09-13 10:45:00+05:30,25359.25,25370.55,25353.45,25366.45,0
2024-09-13 10:50:00+05:30,25366.25,25369.05,25357.7,25362.9,0
2024-09-13 10:55:00+05:30,25363.05,25369.45,25355.6,25368.0,0
2024-09-13 11:00:00+05:30,25369.0,25375.65,25362.5,25368.55,0
2024-09-13 11:05:00+05:30,25368.15,25375.1,25360.45,25374.45,0
2024-09-13 11:10:00+05:30,25374.45,25393.8,25374.45,25382.35,0
2024-09-13 11:15:00+05:30,25381.9,25384.6,25366.7,25372.15,0
2024-09-13 11:20:00+05:30,25372.0,25377.75,25368.95,25374.05,0
2024-09-13 11:25:00+05:30,25373.8,25376.15,25359.15,25363.8,0
2024-09-13 11:30:00+05:30,25363.4,25368.05,25355.25,25364.85,0
2024-09-13 11:35:00+05:30,25364.25,25373.35,25364.0,25366.8,0
2024-09-13 11:40:00+05:30,25366.8,25377.45,25361.75,25364.2,0
2024-09-13 11:45:00+05:30,25364.55,25371.0,25360.6,25365.1,0
